,Site.Name,Site.Score,State,City,County,Status,Latitude,Longitude,Proposed.Date,Listing.Date,Construction.Completion.Date,NOID.Date,Deletion.Date
3121,Homestead Air Force Base,42.4,Florida,Homestead,Miami-Dade,NPL Site,25.489444,-80.396944,7/14/89,8/30/90,9/29/06,,
3122,Stauffer Chemical Co. (Tarpon Springs),50,Florida,Tarpon Springs,Pinellas,NPL Site,28.166666,-82.775694,2/7/92,5/31/94,,,
3123,Helena Chemical Co. (Tampa Plant),30.19,Florida,Tampa,Hillsborough,NPL Site,27.963931,-82.374813,2/7/92,10/14/92,,,
3124,Whiting Field Naval Air Station,50,Florida,Milton,Santa Rosa,NPL Site,30.709722,-87.020417,1/18/94,5/31/94,,,
3125,Chevron Chemical Co. (Ortho Division),50,Florida,Orlando,Orange,NPL Site,28.578889,-81.408889,1/18/94,5/31/94,2/10/98,,
3126,Escambia Wood - Pensacola,50,Florida,Pensacola,Escambia,NPL Site,30.4553,-87.2317,8/23/94,12/16/94,,,
3127,Normandy Park Apartments,49.98,Florida,Temple Terrace,Hillsborough,Proposed NPL Site,28.049444,-82.394722,2/13/95,,,,
3128,MRI Corp (Tampa),37.62,Florida,Tampa,Hillsborough,NPL Site,27.96,-82.355833,6/17/96,12/23/96,3/21/13,,
3129,Stauffer Chemical Co (Tampa),59.81,Florida,Tampa,Hillsborough,NPL Site,27.963056,-82.370556,6/17/96,12/23/96,9/26/00,,
3130,Tyndall Air Force Base,50,Florida,Panama City,Bay,NPL Site,30.0875,-85.586667,6/17/96,4/1/97,,,
3131,Florida Petroleum Reprocessors,50,Florida,Fort Lauderdale,Broward,NPL Site,26.081944,-80.215556,4/1/97,3/6/98,9/5/13,,
3132,Oak Grove Village Well,50,Missouri,Oak Grove Village,Franklin,NPL Site,38.220972,-91.149461,9/13/01,9/5/02,,,
3133,Pagel's Pit,45.91,Illinois,Rockford,Winnebago,NPL Site,42.158331,-89.056661,10/15/84,6/10/86,9/30/99,,
3134,Newton County Mine Tailings,50,Missouri,Granby,Newton,NPL Site,36.9921,-94.3848,4/30/03,9/29/03,,,
3135,Madison County Mines,58.41,Missouri,Fredericktown,Madison,NPL Site,37.546111,-90.276111,4/30/03,9/29/03,,,
3136,Conservation Chemical Co.,29.85,Missouri,Kansas City,Jackson,NPL Site,39.1279,-94.4722,6/24/88,10/4/89,9/23/91,,
3137,Annapolis Lead Mine,56.67,Missouri,Annapolis,Iron,NPL Site,37.355556,-90.675,3/8/04,7/22/04,9/25/07,,
3138,Washington County Lead District - Old Mines,76.81,Missouri,Old Mines,Washington,NPL Site,38.075278,-90.738333,9/19/07,3/19/08,,,
3139,Washington County Lead District - Potosi,50,Missouri,Potosi,Washington,NPL Site,37.9399,-90.7724,9/19/07,3/19/08,,,
3140,Washington County Lead District - Richwoods,76.81,Missouri,Richwoods,Washington,NPL Site,38.16615,-90.814264,9/19/07,3/19/08,,,
3141,Southwest Jefferson County Mining,70.71,Missouri,Jefferson County,Jefferson,NPL Site,38.186794,-90.758975,4/9/09,9/23/09,,,
3142,Vienna Wells,50,Missouri,Vienna,Maries,NPL Site,38.189597,-91.944158,3/4/10,9/29/10,,,
3143,Washington County Lead District - Furnace Creek,50,Missouri,Caledonia,Washington,NPL Site,37.840531,-90.799556,10/21/10,3/10/11,,,
3144,Compass Plaza Well TCE,50,Missouri,Rogersville,Greene,NPL Site,37.109009,-93.083168,9/16/11,3/15/12,,,
3145,Sporlan Valve Plant #1,35.15,Missouri,Washington,Franklin,NPL Site,38.5519,-91.00668,9/13/18,5/15/19,,,
3146,PCB Warehouse,0,Commonwealth of Northern Marianas,Garapan,Saipan,Deleted NPL Site,15.2,145.75,12/30/82,9/8/83,3/7/86,12/31/85,3/7/86
3147,Flowood Site,0,Mississippi,Flowood,Rankin,Deleted NPL Site,32.3,-90.145839,9/8/83,9/21/84,9/17/93,6/15/95,2/16/96
3148,"Newsom Brothers/Old Reichhold Chemicals, Inc.",45.7,Mississippi,Columbia,Marion,Deleted NPL Site,31.244719,-89.826939,10/15/84,6/10/86,8/8/97,8/2/00,9/27/00
3149,Walcotte Chemical Co. Warehouses,0,Mississippi,Greenville,Washington,Deleted NPL Site,33.411,-91.0538,10/23/81,,12/30/82,,12/30/82
3150,Potter Co.,50,Mississippi,Wesson,Copiah,Proposed NPL Site,31.710278,-90.393056,5/10/93,,,,
3151,"Chemfax, Inc.",38.4,Mississippi,Gulfport,Harrison,NPL Site,30.428888,-89.089166,6/23/93,3/15/12,2/23/16,,
3152,Davis Timber Company,48.57,Mississippi,Hattiesburg,"Forrest, Lamar",Deleted NPL Site,31.345192,-89.404461,5/11/00,7/27/00,9/28/12,7/17/18,9/25/18
3153,"American Creosote Works, Inc.",62.2,Mississippi,Louisville,Winston,NPL Site,33.111111,-89.058333,6/14/01,9/13/01,7/17/17,,
3154,Picayune Wood Treating,51.03,Mississippi,Picayune,Pearl River,NPL Site,30.524444,-89.689722,3/8/04,7/22/04,,,
3155,Sonford Products,31.66,Mississippi,Flowood,Rankin,NPL Site,32.29251,-90.14222,9/27/06,3/7/07,,,
3156,Kerr-McGee Chemical Corp - Columbus,52.47,Mississippi,Columbus,Lowndes,NPL Site,33.509767,-88.409686,3/10/11,9/16/11,,,
3157,Red Panther Chemical Company,39.43,Mississippi,Clarksdale,Coahoma,NPL Site,34.187408,-90.561625,3/10/11,9/16/11,,,
3158,Southeastern Wood Preserving,48.03,Mississippi,Canton,Madison,NPL Site,32.618061,-90.018189,9/16/11,3/15/12,,,
3159,Mississippi Phosphates Corporation,50,Mississippi,Pascagoula,Jackson,NPL Site,30.372103,-88.491006,8/3/17,1/18/18,,,
3160,Rockwell International Wheel & Trim,50,Mississippi,Grenada,Grenada,NPL Site,33.803244,-89.801661,1/18/18,9/13/18,,,
3161,Anaconda Co. Smelter,58.71,Montana,Anaconda,Deer Lodge,NPL Site,46.116661,-112.915,12/30/82,9/8/83,,,
3162,Libby Ground Water Contamination,37.67,Montana,Libby,Lincoln,NPL Site,48.38,-115.5389,12/30/82,9/8/83,9/20/93,,
3163,Milltown Reservoir Sediments,43.78,Montana,Milltown,Missoula,NPL Site,46.866661,-113.8667,12/30/82,9/8/83,,,
3164,Silver Bow Creek/Butte Area,63.76,Montana,Silver Bow Creek,"Deer Lodge, Silver Bow",NPL Site,46.039,-112.7948,12/30/82,9/8/83,,,
3165,East Helena Site,61.65,Montana,East Helena,Lewis and Clark,NPL Site,46.581669,-111.9183,9/8/83,9/21/84,,,
3166,Idaho Pole Co.,38.29,Montana,Bozeman,Gallatin,NPL Site,45.688331,-111.0217,10/15/84,6/10/86,3/26/98,,
3167,Mouat Industries,31.66,Montana,Columbus,Stillwater,NPL Site,45.635,-109.2475,10/15/84,6/10/86,9/27/96,,
3168,Montana Pole and Treating,33.03,Montana,Butte,Silver Bow,NPL Site,45.99,-112.5483,6/10/86,7/22/87,9/27/01,,
3169,Basin Mining Area,61.15,Montana,Basin,Jefferson,NPL Site,46.272778,-112.263333,7/22/99,10/22/99,,,
3170,Upper Tenmile Creek Mining Area,50,Montana,"Helena, Rimini",Lewis and Clark,NPL Site,46.482083,-112.245139,7/22/99,10/22/99,,,
3171,Lockwood Solvent Ground Water Plume,45.69,Montana,Billings,Yellowstone,NPL Site,45.803611,-108.455,5/11/00,12/1/00,,,
3172,Barker Hughesville Mining District,50,Montana,Barker,"Cascade, Judith Basin",NPL Site,47.083333,-110.630278,12/1/00,9/13/01,,,
3173,Carpenter Snow Creek Mining District,50,Montana,Neihart,Cascade,NPL Site,46.961389,-110.725833,12/1/00,9/13/01,,,
3174,Libby Asbestos,0,Montana,Libby,Lincoln,NPL Site,48.391528,-115.551111,2/26/02,10/24/02,,,
3175,Flat Creek IMM,51.33,Montana,Superior,Mineral,NPL Site,47.240278,-114.852778,4/9/09,9/23/09,,,
3176,ACM Smelter and Refinery,54.26,Montana,Black Eagle,Cascade,NPL Site,47.528603,-111.246467,3/4/10,3/10/11,,,
3177,Smurfit-Stone Mill,50,Montana,Missoula,Missoula,Proposed NPL Site,46.957781,-114.199623,5/24/13,,,,
3178,Anaconda Aluminum Co Columbia Falls Reduction Plant,68.39,Montana,Columbia Falls,Flathead,NPL Site,48.387875,-114.130297,3/26/15,9/9/16,,,
3179,"Martin-Marietta, Sodyeco, Inc.",51.93,North Carolina,Charlotte,Mecklenburg,Deleted NPL Site,35.29445,-81,12/30/82,9/8/83,9/29/99,9/30/11,1/20/12
3180,PCB Spills,0,North Carolina,Warrenton,Warren,Deleted NPL Site,36.3381,-78.1661,12/30/82,9/8/83,3/7/86,12/31/85,3/7/86
3181,Bypass 601 Ground Water Contamination,37.93,North Carolina,Concord,Cabarrus,NPL Site,35.4096,-80.6093,10/15/84,6/10/86,3/11/99,,
3182,Jadco-Hughes Facility,42,North Carolina,Belmont,Gaston,NPL Site,35.275831,-81.041111,10/15/84,6/10/86,12/19/96,,
3183,"North Carolina State University (Lot 86, Farm Unit #1)",48.36,North Carolina,Raleigh,Wake,NPL Site,35.801816,-78.713588,10/15/84,6/10/86,9/27/06,,
3184,Celanese Corp. (Shelby Fiber Operations),48.98,North Carolina,Shelby,Cleveland,NPL Site,35.208889,-81.528339,10/15/84,6/10/86,3/25/93,,
3185,Cape Fear Wood Preserving,34.09,North Carolina,Fayetteville,Cumberland,NPL Site,35.04945,-79.020839,6/10/86,7/22/87,9/25/01,,
3186,Aberdeen Pesticide Dumps,52.7,North Carolina,Aberdeen,Moore,NPL Site,35.1384,-79.4472,1/22/87,3/31/89,9/30/03,,
3187,Charles Macon Lagoon & Drum Storage,47.1,North Carolina,Cordova,Richmond,NPL Site,34.8925,-79.8375,1/22/87,7/22/87,11/6/96,,
3188,Carolina Transformer Co.,33.76,North Carolina,Fayetteville,Cumberland,NPL Site,35.063331,-78.845,1/22/87,7/22/87,8/10/05,,
3189,"Benfield Industries, Inc.",31.67,North Carolina,Hazelwood,Haywood,NPL Site,35.477781,-83.004169,6/24/88,10/4/89,9/19/01,,
3190,Potter's Septic Tank Service Pits,29.14,North Carolina,Maco,Brunswick,NPL Site,34.2846,-78.1578,6/24/88,3/31/89,9/27/00,,
3191,Camp Lejeune Military Reservation,33.13,North Carolina,Onslow County,Onslow,NPL Site,34.717781,-77.342919,6/24/88,10/4/89,,,
3192,New Hanover County Airport Burn Pit,39.39,North Carolina,Wilmington,New Hanover,Deleted NPL Site,34.275,-77.915281,6/24/88,3/31/89,8/26/03,6/22/12,9/20/12
3193,"Koppers Co., Inc. (Morrisville Plant)",41.89,North Carolina,Morrisville,Wake,NPL Site,35.8463,-78.8406,6/24/88,3/31/89,9/11/97,,
3194,ABC One Hour Cleaners,29.11,North Carolina,Jacksonville,Onslow,NPL Site,34.7414,-77.3666,6/24/88,3/31/89,8/8/02,,
3195,Geigy Chemical Corp. (Aberdeen Plant),33.02,North Carolina,Aberdeen,Moore,NPL Site,35.126111,-79.406669,6/24/88,10/4/89,7/20/98,,
3196,"FCX, Inc. (Statesville Plant)",37.93,North Carolina,Statesville,Iredell,NPL Site,35.7865,-80.9163,6/24/88,2/21/90,9/29/01,,
3197,"FCX, Inc. (Washington Plant)",40.39,North Carolina,Washington,Beaufort,NPL Site,35.559581,-77.07445,6/24/88,3/31/89,9/22/05,,
3198,JFD Electronics/Channel Master,39.03,North Carolina,Oxford,Granville,NPL Site,36.299719,-78.606389,6/24/88,10/4/89,9/29/00,,
3199,"Chemtronics, Inc.",30.16,North Carolina,Swannanoa,Buncombe,NPL Site,35.625,-82.434719,12/30/82,9/8/83,3/25/93,,
3200,General Electric Co/Shepherd Farm,70.71,North Carolina,East Flat Rock,Henderson,NPL Site,35.272222,-82.411111,2/7/92,12/16/94,9/28/00,,
3201,Cherry Point Marine Corps Air Station,70.71,North Carolina,Havelock,Craven,NPL Site,34.9,-76.8917,8/23/94,12/16/94,,,
3202,Davis Park Road TCE,33.5,North Carolina,Gastonia,Gaston,NPL Site,35.231667,-81.218889,7/28/98,1/19/99,9/27/00,,
3203,North Belmont PCE,50,North Carolina,North Belmont,Gaston,NPL Site,35.273472,-81.05125,4/23/99,7/22/99,6/21/04,,
3204,Barber Orchard,70.71,North Carolina,Waynesville,Haywood,NPL Site,35.445833,-83.063889,1/11/01,9/13/01,9/29/11,,
3205,Reasor Chemical Company,32.14,North Carolina,Castle Hayne,New Hanover,Deleted NPL Site,34.343472,-77.891944,9/13/01,9/5/02,9/25/07,7/31/18,9/25/18
3206,Ward Transformer,50,North Carolina,Raleigh,Wake,NPL Site,35.901944,-78.773611,9/5/02,4/30/03,,,
3207,Ram Leather Care,40.43,North Carolina,Charlotte,Mecklenburg,NPL Site,35.228056,-80.606806,4/30/03,9/29/03,,,
3208,National Starch & Chemical Corp.,46.51,North Carolina,Salisbury,Rowan,NPL Site,35.6322,-80.5412,6/24/88,10/4/89,9/29/10,,
3209,Sigmon's Septic Tank Service,30.03,North Carolina,Statesville,Iredell,NPL Site,35.713611,-80.974583,9/23/04,4/27/05,9/30/09,,
3210,Blue Ridge Plating Company,38.67,North Carolina,Arden,Buncombe,NPL Site,35.462372,-82.528358,4/27/05,9/14/05,9/27/07,,
3211,Aberdeen Contaminated Ground Water,50,North Carolina,Aberdeen,Moore,NPL Site,35.1224,-79.4025,3/19/08,9/3/08,,,
3212,GMH Electronics,50,North Carolina,Roxboro,Person,NPL Site,36.416722,-78.941625,4/9/09,9/23/09,,,
3213,Ore Knob Mine,50,North Carolina,Ashe County,Ashe,NPL Site,36.410011,-81.324606,4/9/09,9/23/09,,,
3214,Kerr-McGee Chemical Corp - Navassa,50,North Carolina,Navassa,Brunswick,NPL Site,34.247222,-77.999028,9/23/09,3/4/10,,,
3215,Wright Chemical Corporation,48.03,North Carolina,Riegelwood,Columbus,NPL Site,34.3284,-78.2051,3/4/10,3/10/11,,,
3216,Horton Iron and Metal,48.03,North Carolina,Wilmington,New Hanover,NPL Site,34.26665,-77.954083,10/21/10,9/16/11,,,
3217,"CTS of Asheville, Inc.",38.4,North Carolina,Asheville,Buncombe,NPL Site,35.493075,-82.505953,3/10/11,3/15/12,,,
3218,Holcomb Creosote Co,48,North Carolina,Yadkinville,Yadkin,NPL Site,36.157875,-80.675236,3/15/12,9/18/12,,,
3219,Cristex Drum,48,North Carolina,Oxford,Granville,NPL Site,36.2972,-78.6067,5/24/13,12/12/13,,,
3220,Hemphill Road TCE,50,North Carolina,Gastonia,Gaston,NPL Site,35.197933,-81.189852,5/24/13,12/12/13,,,
3221,Arsenic Trioxide Site,0,North Dakota,"Lidgerwood, Rutland, Wyndmere","Ransom, Richland, Sargent",Deleted NPL Site,46.075,-97.158331,12/30/82,9/8/83,9/30/92,10/2/95,7/5/96
3222,Minot Landfill,33.58,North Dakota,Minot,Ward,Deleted NPL Site,48.218331,-101.3292,6/24/88,3/31/89,9/23/96,12/26/96,4/1/97
3223,Cornhusker Army Ammunition Plant,51.13,Nebraska,Hall County,Hall,NPL Site,40.923331,-98.4925,10/15/84,7/22/87,,,
3224,Waverly Ground Water Contamination,37.93,Nebraska,Waverly,Lancaster,Deleted NPL Site,40.917219,-96.529439,10/15/84,6/10/86,3/29/94,9/19/06,11/20/06
3225,Hastings Ground Water Contamination,42.24,Nebraska,Hastings,Adams,NPL Site,40.583331,-98.383331,10/15/84,6/10/86,,,
3226,Nebraska Ordnance Plant (Former),31.94,Nebraska,Mead,Saunders,NPL Site,41.176669,-96.453331,10/26/89,8/30/90,,,
3227,10th Street Site,28.9,Nebraska,Columbus,Platte,NPL Site,41.426561,-97.362219,10/26/89,8/30/90,6/22/07,,
3228,Cleburn Street Well,50,Nebraska,Grand Island,Hall,NPL Site,40.925139,-98.347778,7/29/91,10/14/92,9/14/04,,
3229,Sherwood Medical Co.,50,Nebraska,Norfolk,Madison,NPL Site,41.993611,-97.421389,7/29/91,10/14/92,9/24/99,,
3230,Bruno Co-op Association/Associated Properties,50,Nebraska,Bruno,Butler,NPL Site,41.284722,-96.959722,10/14/92,6/17/96,9/13/05,,
3231,Ogallala Ground Water Contamination,50,Nebraska,Ogallala,Keith,NPL Site,41.123889,-101.736111,10/14/92,12/16/94,9/27/06,,
3232,Omaha Lead,50,Nebraska,Omaha,Douglas,NPL Site,41.267778,-95.929722,2/26/02,4/30/03,,,
3233,"American Anodco, Inc.",57.99,Michigan,Ionia,Ionia,NPL Site,42.9875,-85.03,6/10/86,3/31/89,9/27/93,,
3234,J & L Landfill,31.65,Michigan,Rochester Hills,Oakland,NPL Site,42.6556,-83.0959,6/10/86,3/31/89,9/30/97,,
3235,Joliet Army Ammunition Plant (Manufacturing Area),32.08,Illinois,Joliet,Will,NPL Site,41.3762,-88.1563,10/15/84,7/22/87,9/10/08,,
3236,Metal Working Shop,28.82,Michigan,Lake Ann,Benzie,Deleted NPL Site,44.73,-85.8575,1/22/87,2/21/90,6/30/92,9/10/92,12/23/92
3237,"Barrels, Inc.",42.24,Michigan,Lansing,Ingham,NPL Site,42.749031,-84.543331,1/22/87,10/4/89,9/25/18,,
3238,"Parsons Chemical Works, Inc.",31.32,Michigan,Grand Ledge,Eaton,NPL Site,42.7547,-84.7677,6/24/88,3/31/89,3/29/99,,
3239,"Bofors Nobel, Inc.",53.42,Michigan,Muskegon,Muskegon,NPL Site,43.209364,-86.11746,6/24/88,3/31/89,,,
3240,"Carter Industrials, Inc.",37.79,Michigan,Detroit,Wayne,Deleted NPL Site,42.345281,-83.091669,6/24/88,3/31/89,6/11/96,12/30/96,3/25/97
3241,Kaydon Corp.,34.21,Michigan,Muskegon,Muskegon,NPL Site,43.2007,-86.2908,6/24/88,2/21/90,6/30/06,,
3242,Solitron Microwave,50,Florida,Port Salerno,Martin,NPL Site,27.136667,-80.199167,3/6/98,7/28/98,8/6/04,,
3243,Adam's Plating,29.64,Michigan,Lansing,Ingham,NPL Site,42.739439,-84.587781,6/24/88,3/31/89,9/30/94,,
3244,"Allied Paper, Inc./Portage Creek/Kalamazoo River",36.41,Michigan,Kalamazoo,"Allegan, Kalamazoo",NPL Site,42.303333,-85.576083,5/5/89,8/30/90,,,
3245,Hi-Mill Manufacturing Co.,49.54,Michigan,Highland,Oakland,NPL Site,42.649831,-83.593089,6/24/88,2/21/90,3/30/95,,
3246,Bendix Corp./Allied Automotive,37.27,Michigan,St. Joseph,Berrien,NPL Site,42.04945,-86.51195,6/24/88,2/21/90,12/3/01,,
3247,"State Disposal Landfill, Inc.",42.24,Michigan,Grand Rapids,Kent,NPL Site,43.013397,-85.590506,6/24/88,2/21/90,,,
3248,Muskegon Chemical Co.,34.19,Michigan,Whitehall,Muskegon,NPL Site,43.3891,-86.334,6/24/88,2/21/90,6/26/97,,
3249,Peerless Plating Co.,43.94,Michigan,Muskegon,Muskegon,NPL Site,43.2056,-86.2237,6/24/88,8/30/90,4/5/01,,
3250,Albion-Sheridan Township Landfill,33.79,Michigan,Albion,Calhoun,NPL Site,42.24955,-84.7195,6/24/88,10/4/89,9/28/99,,
3251,Wurtsmith Air Force Base,50,Michigan,Iosco County,Iosco,Proposed NPL Site,44.45,-83.366666,1/18/94,,,,
3252,Lower Ecorse Creek Dump,0,Michigan,Wyandotte,Wayne,Deleted NPL Site,42.234166,-83.157777,1/18/94,5/31/94,9/1/98,5/2/05,7/1/05
3253,Bay City Middlegrounds,50,Michigan,Bay City,Bay,Proposed NPL Site,43.572083,-83.907222,2/13/95,,,,
3254,H & K Sales,0,Michigan,Belding,Ionia,Deleted NPL Site,43.098611,-85.228333,10/2/95,6/17/96,11/4/97,3/30/98,5/21/98
3255,Aircraft Components (D & L Sales),0,Michigan,Benton Harbor,Berrien,NPL Site,42.126944,-86.454444,10/2/95,6/17/96,8/24/04,,
3256,Kysor Industrial Corp.,33.94,Michigan,Cadillac,Wexford,NPL Site,44.2568,-85.4226,6/24/88,10/4/89,9/23/96,,
3257,Gratiot County Golf Course,29.54,Michigan,St. Louis,Gratiot,NPL Site,43.415842,-84.623247,9/23/09,3/4/10,,,
3258,Ten-Mile Drain,48.88,Michigan,St. Clair Shores,Macomb,NPL Site,42.486944,-82.899167,3/4/10,9/29/10,,,
3259,DSC McLouth Steel Gibraltar Plant,50,Michigan,Gibraltar,Wayne,NPL Site,42.103075,-83.200292,9/22/14,3/26/15,,,
3260,McLouth Steel Corp,50,Michigan,Trenton,Wayne,NPL Site,42.160597,-83.170906,9/13/18,5/15/19,,,
3261,Burlington Northern (Brainerd/Baxter Plant),46.77,Minnesota,"Baxter, Brainerd",Crow Wing,NPL Site,46.3532,-94.2282,12/30/82,9/8/83,9/18/95,,
3262,FMC Corp. (Fridley Plant),65.5,Minnesota,Fridley,Anoka,NPL Site,45.0565,-93.2762,12/30/82,9/8/83,9/8/92,,
3263,Koppers Coke,55.05,Minnesota,St. Paul,Ramsey,NPL Site,44.972219,-93.152781,12/30/82,9/8/83,7/20/98,,
3264,Lehillier/Mankato Site,42.49,Minnesota,Lehillier,Blue Earth,NPL Site,44.153331,-94.038331,12/30/82,9/8/83,4/8/92,,
3265,NL Industries/Taracorp/Golden Auto,39.97,Minnesota,St. Louis Park,Hennepin,Deleted NPL Site,44.936111,-93.363611,12/30/82,9/8/83,9/27/95,4/3/98,5/21/98
3266,New Brighton/Arden Hills/TCAAP (USARMY),59.16,Minnesota,New Brighton,Ramsey,NPL Site,45.079169,-93.1975,12/30/82,9/8/83,,,
3267,Oakdale Dump,55.71,Minnesota,Oakdale,Washington,NPL Site,45,-92.966669,12/30/82,9/8/83,9/7/95,,
3268,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0,Minnesota,St. Louis Park,Hennepin,NPL Site,44.941669,-93.372219,12/30/82,9/8/83,6/30/97,,
3269,South Andover Site,35.41,Minnesota,Andover,Anoka,NPL Site,45.2179,-93.318,12/30/82,9/8/83,11/1/94,,
3270,Waste Disposal Engineering,50.92,Minnesota,Andover,Anoka,Deleted NPL Site,45.228,-93.3122,12/30/82,9/8/83,9/27/95,3/26/96,6/5/96
3271,Arrowhead Refinery Co.,43.75,Minnesota,Hermantown,St. Louis,NPL Site,46.8377,-92.2398,9/8/83,9/21/84,12/19/96,,
3272,General Mills/Henkel Corp.,36.28,Minnesota,Minneapolis,Hennepin,NPL Site,44.99,-93.222781,9/8/83,9/21/84,6/5/92,,
3273,Joslyn Manufacturing & Supply Co.,44.3,Minnesota,Brooklyn Center,Hennepin,NPL Site,45.045,-93.333339,9/8/83,9/21/84,12/21/95,,
3274,MacGillis & Gibbs/Bell Lumber & Pole Co.,48.33,Minnesota,New Brighton,Ramsey,NPL Site,45.055,-93.194731,9/8/83,9/21/84,9/25/02,,
3275,Morris Arsenic Dump,38.27,Minnesota,Morris,Stevens,Deleted NPL Site,45.6066,-95.8845,9/8/83,9/21/84,8/7/85,12/31/85,3/7/86
3276,"Boise Cascade/Onan Corp./Medtronics, Inc.",50.06,Minnesota,Fridley,Anoka,Deleted NPL Site,45.095831,-93.233331,9/8/83,9/21/84,9/30/92,10/26/94,2/15/95
3277,Nutting Truck & Caster Co.,37.87,Minnesota,Faribault,Rice,Deleted NPL Site,44.289169,-93.286389,9/8/83,9/21/84,9/24/92,9/25/17,11/24/17
3278,Perham Arsenic Site,37.98,Minnesota,Perham,Otter Tail,NPL Site,46.587781,-95.571661,9/8/83,9/21/84,9/29/98,,
3279,St. Regis Paper Co.,52.88,Minnesota,Cass Lake,Cass,NPL Site,47.375561,-94.60555,9/8/83,9/21/84,,,
3280,Union Scrap Iron & Metal Co.,42.63,Minnesota,Minneapolis,Hennepin,Deleted NPL Site,44.995561,-93.280561,9/8/83,9/21/84,9/18/90,9/25/90,9/10/91
3281,Washington County Landfill,42.24,Minnesota,Lake Elmo,Washington,Deleted NPL Site,45.008639,-92.918139,9/8/83,9/21/84,9/30/92,4/1/96,5/16/96
3282,Whittaker Corp.,40.03,Minnesota,Minneapolis,Hennepin,Deleted NPL Site,45.026389,-93.270839,9/8/83,9/21/84,4/7/92,12/14/98,2/11/99
3283,St. Louis River Site,32.08,Minnesota,St. Louis County,St. Louis,NPL Site,46.677781,-92.212219,9/8/83,9/21/84,,,
3284,Adrian Municipal Well Field,33.62,Minnesota,Adrian,Nobles,Deleted NPL Site,43.638219,-95.934,10/15/84,6/10/86,7/20/92,9/1/92,12/30/92
3285,Agate Lake Scrapyard,29.68,Minnesota,Fairview Township,Cass,Deleted NPL Site,46.453561,-94.375831,10/15/84,6/10/86,3/31/95,6/23/97,8/1/97
3286,Kummer Sanitary Landfill,35.57,Minnesota,Bemidji,Beltrami,Deleted NPL Site,47.506531,-94.892719,10/15/84,6/10/86,6/22/00,3/1/96,4/26/96
3287,Kurt Manufacturing Co.,31.41,Minnesota,Fridley,Anoka,NPL Site,45.064411,-93.268361,10/15/84,6/10/86,9/20/95,,
3288,Long Prairie Ground Water Contamination,31.94,Minnesota,Long Prairie,Todd,NPL Site,45.978531,-94.856639,10/15/84,6/10/86,9/19/97,,
3289,Oak Grove Sanitary Landfill,43.4,Minnesota,Oak Grove Township,Anoka,Deleted NPL Site,45.317,-93.3317,10/15/84,6/10/86,8/18/93,7/29/96,10/17/96
3290,Olmsted County Sanitary Landfill,40.7,Minnesota,Oronoco,Olmsted,Deleted NPL Site,44.130861,-92.500639,10/15/84,6/10/86,6/21/94,10/13/94,2/15/95
3291,Pine Bend Sanitary Landfill,52.11,Minnesota,Dakota County,Dakota,Deleted NPL Site,44.784719,-93.05055,10/15/84,6/10/86,9/28/95,4/28/98,6/23/98
3292,Windom Dump,38.17,Minnesota,Windom,Cottonwood,Deleted NPL Site,43.86875,-95.100939,10/15/84,6/10/86,12/24/91,8/7/00,10/6/00
3293,Naval Industrial Reserve Ordnance Plant,30.83,Minnesota,Fridley,Anoka,NPL Site,45.058831,-93.273669,7/14/89,11/21/89,9/23/03,,
